pincode,year,state,district,age_0_5,age_5_17,age_18_greater,total_enrollments,updates_5_17,updates_18_plus,total_updates,UER,UER_18_plus,p90_uer_threshold,p90_uer18_threshold
533016,2025,Andhra Pradesh,East Godavari,74,6,0,80,297,2061,2358,29.475,25.7625,19.0,17.304525288376222
533101,2025,Andhra Pradesh,East Godavari,331,35,1,367,2585,18370,20955,57.09809264305177,50.05449591280654,19.0,17.304525288376222
533102,2025,Andhra Pradesh,East Godavari,61,6,0,67,360,2228,2588,38.62686567164179,33.25373134328358,19.0,17.304525288376222
533103,2025,Andhra Pradesh,East Godavari,33,7,1,41,139,978,1117,27.24390243902439,23.853658536585368,19.0,17.304525288376222
533105,2025,Andhra Pradesh,East Godavari,40,4,1,45,236,1453,1689,37.53333333333333,32.28888888888889,19.0,17.304525288376222
533107,2025,Andhra Pradesh,East Godavari,79,8,2,89,604,4179,4783,53.741573033707866,46.95505617977528,19.0,17.304525288376222
533124,2025,Andhra Pradesh,East Godavari,39,3,0,42,174,1287,1461,34.785714285714285,30.642857142857142,19.0,17.304525288376222
533126,2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,114,6,0,120,546,3346,3892,32.43333333333333,27.883333333333333,19.0,17.304525288376222
533201,2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,111,8,1,120,328,2336,2664,22.2,19.466666666666665,19.0,17.304525288376222
533212,2025,Andhra Pradesh,East Godavari,148,4,1,153,417,2667,3084,20.15686274509804,17.431372549019606,19.0,17.304525288376222
533213,2025,Andhra Pradesh,East Godavari,53,1,1,55,123,1055,1178,21.418181818181818,19.181818181818183,19.0,17.304525288376222
533216,2025,Andhra Pradesh,East Godavari,88,2,0,90,222,1751,1973,21.92222222222222,19.455555555555556,19.0,17.304525288376222
533236,2025,Andhra Pradesh,East Godavari,44,2,0,46,123,1055,1178,25.608695652173914,22.934782608695652,19.0,17.304525288376222
533251,2025,Andhra Pradesh,East Godavari,46,1,1,48,158,1219,1377,28.6875,25.395833333333332,19.0,17.304525288376222
533252,2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,39,1,4,44,150,1383,1533,34.84090909090909,31.431818181818183,19.0,17.304525288376222
533255,2025,Andhra Pradesh,East Godavari,132,3,1,136,331,3051,3382,24.86764705882353,22.433823529411764,19.0,17.304525288376222
533274,2025,Andhra Pradesh,East Godavari,39,0,0,39,116,733,849,21.76923076923077,18.794871794871796,19.0,17.304525288376222
533286,2025,Andhra Pradesh,East Godavari,77,8,0,85,194,1529,1723,20.270588235294117,17.988235294117647,19.0,17.304525288376222
533287,2025,Andhra Pradesh,East Godavari,84,3,0,87,305,1602,1907,21.919540229885058,18.413793103448278,19.0,17.304525288376222
533289,2025,Andhra Pradesh,East Godavari,91,7,0,98,409,2480,2889,29.479591836734695,25.306122448979593,19.0,17.304525288376222
533296,2025,Andhra Pradesh,East Godavari,41,2,1,44,117,1077,1194,27.136363636363637,24.477272727272727,19.0,17.304525288376222
533305,2025,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,49,2,0,51,111,903,1014,19.88235294117647,17.705882352941178,19.0,17.304525288376222
533308,2025,Andhra Pradesh,East Godavari,95,11,0,106,258,1859,2117,19.971698113207548,17.537735849056602,19.0,17.304525288376222
533343,2025,Andhra Pradesh,East Godavari,51,1,1,53,195,1429,1624,30.641509433962263,26.962264150943398,19.0,17.304525288376222
533344,2025,Andhra Pradesh,East Godavari,45,2,0,47,145,1187,1332,28.340425531914892,25.25531914893617,19.0,17.304525288376222
533407,2025,Andhra Pradesh,East Godavari,77,4,0,81,217,1587,1804,22.271604938271604,19.59259259259259,19.0,17.304525288376222
533429,2025,Andhra Pradesh,East Godavari,95,5,0,100,275,2295,2570,25.7,22.95,19.0,17.304525288376222
533431,2025,Andhra Pradesh,East Godavari,71,9,2,82,186,1549,1735,21.158536585365855,18.890243902439025,19.0,17.304525288376222
533433,2025,Andhra Pradesh,Kakinada,53,3,1,57,130,1155,1285,22.54385964912281,20.263157894736842,19.0,17.304525288376222
533434,2025,Andhra Pradesh,Kakinada,80,4,1,85,235,1823,2058,24.211764705882352,21.44705882352941,19.0,17.304525288376222
533436,2025,Andhra Pradesh,East Godavari,95,17,0,112,304,2619,2923,26.098214285714285,23.383928571428573,19.0,17.304525288376222
533437,2025,Andhra Pradesh,East Godavari,202,27,4,233,712,5357,6069,26.047210300429185,22.991416309012877,19.0,17.304525288376222
533468,2025,Andhra Pradesh,Kakinada,78,5,1,84,192,1753,1945,23.154761904761905,20.86904761904762,19.0,17.304525288376222
533577,2025,Andhra Pradesh,East Godavari,32,1,1,34,76,687,763,22.441176470588236,20.205882352941178,19.0,17.304525288376222
534101,2025,Andhra Pradesh,West Godavari,131,13,2,146,666,5131,5797,39.705479452054796,35.14383561643836,19.0,17.304525288376222
534102,2025,Andhra Pradesh,West Godavari,48,1,2,51,177,1300,1477,28.96078431372549,25.49019607843137,19.0,17.304525288376222
534111,2025,Andhra Pradesh,West Godavari,32,2,0,34,103,789,892,26.235294117647058,23.205882352941178,19.0,17.304525288376222
534123,2025,Andhra Pradesh,West Godavari,46,3,0,49,171,1277,1448,29.551020408163264,26.06122448979592,19.0,17.304525288376222
534134,2025,Andhra Pradesh,West Godavari,102,1,0,103,523,3866,4389,42.61165048543689,37.53398058252427,19.0,17.304525288376222
534145,2025,Andhra Pradesh,West Godavari,33,2,0,35,80,615,695,19.857142857142858,17.571428571428573,19.0,17.304525288376222
534186,2025,Andhra Pradesh,West Godavari,34,1,0,35,80,851,931,26.6,24.314285714285713,19.0,17.304525288376222
534199,2025,Andhra Pradesh,West Godavari,74,2,1,77,323,2401,2724,35.37662337662338,31.181818181818183,19.0,17.304525288376222
534201,2025,Andhra Pradesh,West Godavari,118,8,1,127,528,4034,4562,35.92125984251968,31.763779527559056,19.0,17.304525288376222
534202,2025,Andhra Pradesh,West Godavari,61,9,0,70,438,3602,4040,57.714285714285715,51.457142857142856,19.0,17.304525288376222
534211,2025,Andhra Pradesh,West Godavari,116,6,1,123,329,2293,2622,21.317073170731707,18.642276422764226,19.0,17.304525288376222
534216,2025,Andhra Pradesh,West Godavari,36,1,0,37,106,749,855,23.10810810810811,20.243243243243242,19.0,17.304525288376222
534217,2025,Andhra Pradesh,West Godavari,39,1,0,40,127,1206,1333,33.325,30.15,19.0,17.304525288376222
534218,2025,Andhra Pradesh,West Godavari,31,1,0,32,89,723,812,25.375,22.59375,19.0,17.304525288376222
534222,2025,Andhra Pradesh,West Godavari,39,2,0,41,105,963,1068,26.048780487804876,23.48780487804878,19.0,17.304525288376222
534235,2025,Andhra Pradesh,West Godavari,92,7,1,100,747,6051,6798,67.98,60.51,19.0,17.304525288376222
534237,2025,Andhra Pradesh,West Godavari,38,0,0,38,146,804,950,25.0,21.157894736842106,19.0,17.304525288376222
534239,2025,Andhra Pradesh,West Godavari,56,2,0,58,151,1199,1350,23.275862068965516,20.67241379310345,19.0,17.304525288376222
534245,2025,Andhra Pradesh,West Godavari,32,3,1,36,100,924,1024,28.444444444444443,25.666666666666668,19.0,17.304525288376222
534260,2025,Andhra Pradesh,West Godavari,141,11,2,154,1059,7143,8202,53.25974025974026,46.383116883116884,19.0,17.304525288376222
534265,2025,Andhra Pradesh,West Godavari,28,2,2,32,71,693,764,23.875,21.65625,19.0,17.304525288376222
534266,2025,Andhra Pradesh,West Godavari,59,3,0,62,189,1540,1729,27.887096774193548,24.838709677419356,19.0,17.304525288376222
534267,2025,Andhra Pradesh,West Godavari,38,1,0,39,102,1044,1146,29.384615384615383,26.76923076923077,19.0,17.304525288376222
534268,2025,Andhra Pradesh,West Godavari,32,0,0,32,100,649,749,23.40625,20.28125,19.0,17.304525288376222
534269,2025,Andhra Pradesh,West Godavari,38,1,0,39,123,956,1079,27.666666666666668,24.512820512820515,19.0,17.304525288376222
534275,2025,Andhra Pradesh,West Godavari,218,16,2,236,766,5706,6472,27.423728813559322,24.177966101694917,19.0,17.304525288376222
534281,2025,Andhra Pradesh,West Godavari,134,4,0,138,342,2445,2787,20.195652173913043,17.717391304347824,19.0,17.304525288376222
534301,2025,Andhra Pradesh,West Godavari,139,11,0,150,459,3228,3687,24.58,21.52,19.0,17.304525288376222
534313,2025,Andhra Pradesh,West Godavari,75,7,0,82,214,1776,1990,24.26829268292683,21.658536585365855,19.0,17.304525288376222
534316,2025,Andhra Pradesh,East Godavari,72,9,1,82,186,1513,1699,20.71951219512195,18.451219512195124,19.0,17.304525288376222
534320,2025,Andhra Pradesh,West Godavari,68,2,1,71,156,2002,2158,30.3943661971831,28.197183098591548,19.0,17.304525288376222
534329,2025,Andhra Pradesh,West Godavari,44,1,0,45,133,993,1126,25.022222222222222,22.066666666666666,19.0,17.304525288376222
534340,2025,Andhra Pradesh,West Godavari,48,3,0,51,106,933,1039,20.372549019607842,18.294117647058822,19.0,17.304525288376222
534342,2025,Andhra Pradesh,West Godavari,89,4,0,93,184,1632,1816,19.526881720430108,17.548387096774192,19.0,17.304525288376222
534350,2025,Andhra Pradesh,West Godavari,122,7,0,129,510,3158,3668,28.434108527131784,24.48062015503876,19.0,17.304525288376222
534447,2025,Andhra Pradesh,West Godavari,211,11,0,222,590,4044,4634,20.873873873873872,18.216216216216218,19.0,17.304525288376222
534449,2025,Andhra Pradesh,Eluru,36,3,0,39,123,766,889,22.794871794871796,19.641025641025642,19.0,17.304525288376222
534450,2025,Andhra Pradesh,West Godavari,57,4,0,61,118,1153,1271,20.83606557377049,18.901639344262296,19.0,17.304525288376222
534452,2025,Andhra Pradesh,West Godavari,59,4,0,63,179,1282,1461,23.19047619047619,20.349206349206348,19.0,17.304525288376222
535002,2025,Andhra Pradesh,Vizianagaram,226,13,0,239,1275,8140,9415,39.39330543933055,34.05857740585774,19.0,17.304525288376222
535101,2025,Andhra Pradesh,Vizianagaram,66,4,0,70,252,1588,1840,26.285714285714285,22.685714285714287,19.0,17.304525288376222
535102,2025,Andhra Pradesh,Vizianagaram,43,2,0,45,157,1237,1394,30.977777777777778,27.488888888888887,19.0,17.304525288376222
535125,2025,Andhra Pradesh,Vizianagaram,64,2,0,66,348,1421,1769,26.803030303030305,21.53030303030303,19.0,17.304525288376222
535126,2025,Andhra Pradesh,Vizianagaram,39,3,0,42,153,736,889,21.166666666666668,17.523809523809526,19.0,17.304525288376222
535204,2025,Andhra Pradesh,Vizianagaram,86,4,0,90,347,1873,2220,24.666666666666668,20.81111111111111,19.0,17.304525288376222
535240,2025,Andhra Pradesh,Vizianagaram,39,3,0,42,101,864,965,22.976190476190474,20.571428571428573,19.0,17.304525288376222
535501,2025,Andhra Pradesh,Vizianagaram,102,6,0,108,316,2169,2485,23.00925925925926,20.083333333333332,19.0,17.304525288376222
535525,2025,Andhra Pradesh,Parvathipuram Manyam,33,1,0,34,112,779,891,26.205882352941178,22.91176470588235,19.0,17.304525288376222
535557,2025,Andhra Pradesh,Srikakulam,67,3,0,70,247,1380,1627,23.242857142857144,19.714285714285715,19.0,17.304525288376222
535579,2025,Andhra Pradesh,Vizianagaram,116,6,0,122,361,3108,3469,28.434426229508198,25.475409836065573,19.0,17.304525288376222
535591,2025,Andhra Pradesh,Vizianagaram,154,3,1,158,750,5688,6438,40.74683544303797,36.0,19.0,17.304525288376222
535593,2025,Andhra Pradesh,Vizianagaram,67,5,0,72,272,1579,1851,25.708333333333332,21.930555555555557,19.0,17.304525288376222
560073,2025,Karnataka,Bengaluru,259,50,4,313,848,5800,6648,21.23961661341853,18.53035143769968,19.0,17.304525288376222
561203,2025,Karnataka,Bangalore Rural,425,36,5,466,2145,14025,16170,34.69957081545064,30.09656652360515,19.0,17.304525288376222
562119,2025,Karnataka,Ramanagar,121,22,1,144,222,2951,3173,22.03472222222222,20.493055555555557,19.0,17.304525288376222
563101,2025,Karnataka,Kolar,709,45,2,756,2078,13936,16014,21.182539682539684,18.433862433862434,19.0,17.304525288376222
570017,2025,Karnataka,Mysuru,93,14,4,111,326,1955,2281,20.54954954954955,17.61261261261261,19.0,17.304525288376222
571432,2025,Karnataka,Mandya,149,5,1,155,393,2699,3092,19.948387096774194,17.412903225806453,19.0,17.304525288376222
573102,2025,Karnataka,Hassan,104,9,0,113,568,3194,3762,33.29203539823009,28.265486725663717,19.0,17.304525288376222
573201,2025,Karnataka,Hassan,251,16,0,267,1284,7871,9155,34.28838951310861,29.47940074906367,19.0,17.304525288376222
573211,2025,Karnataka,Hasan,198,10,4,212,770,4904,5674,26.764150943396228,23.132075471698112,19.0,17.304525288376222
575004,2025,Karnataka,Dakshina Kannada,28,4,1,33,63,665,728,22.060606060606062,20.151515151515152,19.0,17.304525288376222
577527,2025,Karnataka,Chitradurga,174,11,5,190,775,4607,5382,28.326315789473686,24.24736842105263,19.0,17.304525288376222
580030,2025,Karnataka,Dharwad,109,15,0,124,1151,3270,4421,35.653225806451616,26.370967741935484,19.0,17.304525288376222
581115,2025,Karnataka,Haveri,480,32,4,516,2371,9637,12008,23.271317829457363,18.676356589147286,19.0,17.304525288376222
581116,2025,Karnataka,Haveri,62,5,0,67,607,2898,3505,52.3134328358209,43.25373134328358,19.0,17.304525288376222
581210,2025,Karnataka,Haveri,93,3,2,98,538,2519,3057,31.193877551020407,25.70408163265306,19.0,17.304525288376222
600015,2025,Tamil Nadu,Chennai,175,43,3,221,605,4578,5183,23.452488687782804,20.714932126696834,19.0,17.304525288376222
600024,2025,Tamil Nadu,Chennai,103,29,1,133,318,2547,2865,21.541353383458645,19.150375939849624,19.0,17.304525288376222
600033,2025,Tamil Nadu,Chennai,100,30,1,131,323,2444,2767,21.12213740458015,18.65648854961832,19.0,17.304525288376222
600048,2025,Tamil Nadu,Kancheepuram,264,89,1,354,927,7186,8113,22.918079096045197,20.29943502824859,19.0,17.304525288376222
600053,2025,Tamil Nadu,Tiruvallur,381,133,4,518,2121,17508,19629,37.8938223938224,33.7992277992278,19.0,17.304525288376222
600058,2025,Tamil Nadu,Tiruvallur,48,16,0,64,134,1150,1284,20.0625,17.96875,19.0,17.304525288376222
600063,2025,Tamil Nadu,Kancheepuram,164,64,6,234,580,4610,5190,22.17948717948718,19.700854700854702,19.0,17.304525288376222
600069,2025,Tamil Nadu,Kancheepuram,271,102,10,383,1270,8087,9357,24.430809399477805,21.114882506527415,19.0,17.304525288376222
600077,2025,Tamil Nadu,Tiruvallur,309,105,0,414,1890,12273,14163,34.210144927536234,29.644927536231883,19.0,17.304525288376222
600081,2025,Tamil Nadu,Chennai,247,53,3,303,624,5354,5978,19.72937293729373,17.66996699669967,19.0,17.304525288376222
600095,2025,Tamil Nadu,Tiruvallur,215,97,4,316,714,5570,6284,19.88607594936709,17.626582278481013,19.0,17.304525288376222
600122,2025,Tamil Nadu,Kancheepuram,270,106,0,376,1193,8165,9358,24.888297872340427,21.715425531914892,19.0,17.304525288376222
601301,2025,Tamil Nadu,Kancheepuram,126,66,0,192,452,3556,4008,20.875,18.520833333333332,19.0,17.304525288376222
603312,2025,Tamil Nadu,Kancheepuram,53,16,0,69,83,1299,1382,20.028985507246375,18.82608695652174,19.0,17.304525288376222
605003,2025,Puducherry,Puducherry,65,4,1,70,206,1289,1495,21.357142857142858,18.414285714285715,19.0,17.304525288376222
614714,2025,Tamil Nadu,Nagapattinam,61,9,0,70,119,1397,1516,21.65714285714286,19.957142857142856,19.0,17.304525288376222
614809,2025,Tamil Nadu,Nagapattinam,77,5,0,82,193,1545,1738,21.195121951219512,18.841463414634145,19.0,17.304525288376222
621806,2025,Tamil Nadu,Ariyalur,64,13,0,77,159,2044,2203,28.61038961038961,26.545454545454547,19.0,17.304525288376222
623711,2025,Tamil Nadu,Ramanathapuram,45,7,1,53,135,929,1064,20.07547169811321,17.528301886792452,19.0,17.304525288376222
625533,2025,Tamil Nadu,Theni,63,20,0,83,165,1745,1910,23.012048192771083,21.02409638554217,19.0,17.304525288376222
626001,2025,Tamil Nadu,Virudhunagar,342,47,3,392,1413,7156,8569,21.85969387755102,18.255102040816325,19.0,17.304525288376222
626117,2025,Tamil Nadu,Virudhunagar,257,24,0,281,749,5656,6405,22.793594306049823,20.128113879003557,19.0,17.304525288376222
629002,2025,Tamil Nadu,Kanyakumari,150,19,2,171,629,3009,3638,21.27485380116959,17.596491228070175,19.0,17.304525288376222
629201,2025,Tamil Nadu,Kanyakumari,36,1,1,38,186,782,968,25.473684210526315,20.57894736842105,19.0,17.304525288376222
629251,2025,Tamil Nadu,Kanyakumari,87,2,0,89,399,1692,2091,23.49438202247191,19.01123595505618,19.0,17.304525288376222
629602,2025,Tamil Nadu,Kanniyakumari,56,3,0,59,239,1445,1684,28.54237288135593,24.491525423728813,19.0,17.304525288376222
629702,2025,Tamil Nadu,Kanyakumari,108,4,0,112,219,2162,2381,21.258928571428573,19.303571428571427,19.0,17.304525288376222
632007,2025,Tamil Nadu,Vellore,91,8,0,99,226,1903,2129,21.505050505050505,19.22222222222222,19.0,17.304525288376222
632502,2025,Tamil Nadu,Vellore,41,12,0,53,95,1013,1108,20.90566037735849,19.11320754716981,19.0,17.304525288376222
635103,2025,Tamil Nadu,Krishnagiri,52,9,0,61,159,1260,1419,23.262295081967213,20.65573770491803,19.0,17.304525288376222
636351,2025,Tamil Nadu,Salem,83,22,0,105,169,1943,2112,20.114285714285714,18.504761904761907,19.0,17.304525288376222
638052,2025,Tamil Nadu,Erode,85,19,0,104,293,1865,2158,20.75,17.932692307692307,19.0,17.304525288376222
638503,2025,Tamil Nadu,Erode,62,25,1,88,144,3619,3763,42.76136363636363,41.125,19.0,17.304525288376222
641001,2025,Tamil Nadu,Coimbatore,264,92,0,356,641,6219,6860,19.269662921348313,17.469101123595507,19.0,17.304525288376222
641029,2025,Tamil Nadu,Coimbatore,65,21,0,86,146,1609,1755,20.406976744186046,18.709302325581394,19.0,17.304525288376222
641042,2025,Tamil Nadu,Coimbatore,39,25,1,65,174,1125,1299,19.984615384615385,17.307692307692307,19.0,17.304525288376222
641047,2025,Tamil Nadu,Coimbatore,39,8,0,47,90,883,973,20.70212765957447,18.78723404255319,19.0,17.304525288376222
641302,2025,Tamil Nadu,Coimbatore,85,31,0,116,176,2324,2500,21.551724137931036,20.03448275862069,19.0,17.304525288376222
641602,2025,Tamil Nadu,Tiruppur,250,44,0,294,1126,6267,7393,25.14625850340136,21.316326530612244,19.0,17.304525288376222
641603,2025,Tamil Nadu,Tiruppur,254,32,0,286,1350,7849,9199,32.16433566433567,27.444055944055943,19.0,17.304525288376222
641605,2025,Tamil Nadu,Tiruppur,178,41,0,219,579,3895,4474,20.429223744292237,17.78538812785388,19.0,17.304525288376222
641652,2025,Tamil Nadu,Tiruppur,159,37,0,196,509,3560,4069,20.760204081632654,18.163265306122447,19.0,17.304525288376222
642003,2025,Tamil Nadu,Coimbatore,55,6,0,61,130,1356,1486,24.360655737704917,22.229508196721312,19.0,17.304525288376222
642005,2025,Tamil Nadu,Coimbatore,61,11,0,72,122,1381,1503,20.875,19.180555555555557,19.0,17.304525288376222
670613,2025,Kerala,Kannur,32,18,1,51,112,965,1077,21.11764705882353,18.92156862745098,19.0,17.304525288376222
673008,2025,Kerala,Kozhikode,88,18,6,112,249,1997,2246,20.053571428571427,17.830357142857142,19.0,17.304525288376222
673012,2025,Kerala,Kozhikode,35,12,2,49,126,939,1065,21.73469387755102,19.163265306122447,19.0,17.304525288376222
673016,2025,Kerala,Kozhikode,30,12,6,48,96,943,1039,21.645833333333332,19.645833333333332,19.0,17.304525288376222
673105,2025,Kerala,Kozhikode,41,18,3,62,164,1127,1291,20.822580645161292,18.177419354838708,19.0,17.304525288376222
673106,2025,Kerala,Kozhikode,29,22,2,53,135,952,1087,20.50943396226415,17.962264150943398,19.0,17.304525288376222
673508,2025,Kerala,Kozhikode,93,33,3,129,291,2250,2541,19.697674418604652,17.441860465116278,19.0,17.304525288376222
673513,2025,Kerala,Kozhikode,43,14,1,58,91,1240,1331,22.948275862068964,21.379310344827587,19.0,17.304525288376222
673522,2025,Kerala,Kozhikode,33,14,0,47,80,1071,1151,24.48936170212766,22.78723404255319,19.0,17.304525288376222
676502,2025,Kerala,Malappuram,41,13,2,56,52,1020,1072,19.142857142857142,18.214285714285715,19.0,17.304525288376222
678555,2025,Kerala,Palakkad,45,3,2,50,75,907,982,19.64,18.14,19.0,17.304525288376222
682306,2025,Kerala,Ernakulam,21,15,2,38,79,759,838,22.05263157894737,19.973684210526315,19.0,17.304525288376222
686574,2025,Kerala,Kottayam,26,4,0,30,64,697,761,25.366666666666667,23.233333333333334,19.0,17.304525288376222
688537,2025,Kerala,Alappuzha,41,16,1,58,79,1179,1258,21.689655172413794,20.32758620689655,19.0,17.304525288376222
690524,2025,Kerala,Kollam,36,4,5,45,54,816,870,19.333333333333332,18.133333333333333,19.0,17.304525288376222
695561,2025,Kerala,Thiruvananthapuram,28,6,1,35,52,710,762,21.771428571428572,20.285714285714285,19.0,17.304525288376222
700005,2025,West Bengal,Kolkata,29,16,2,47,30,919,949,20.19148936170213,19.5531914893617,19.0,17.304525288376222
700033,2025,West Bengal,Kolkata,49,45,3,97,62,1960,2022,20.84536082474227,20.20618556701031,19.0,17.304525288376222
700034,2025,West Bengal,Kolkata,53,45,10,108,121,2876,2997,27.75,26.62962962962963,19.0,17.304525288376222
700035,2025,West Bengal,North 24 Parganas,61,29,2,92,118,2373,2491,27.07608695652174,25.793478260869566,19.0,17.304525288376222
700036,2025,West Bengal,North 24 Parganas,47,36,3,86,65,1838,1903,22.127906976744185,21.372093023255815,19.0,17.304525288376222
700040,2025,West Bengal,Kolkata,24,32,5,61,55,1322,1377,22.57377049180328,21.672131147540984,19.0,17.304525288376222
700047,2025,West Bengal,Kolkata,25,26,1,52,33,1569,1602,30.807692307692307,30.173076923076923,19.0,17.304525288376222
700048,2025,West Bengal,Kolkata,44,48,7,99,85,2304,2389,24.13131313131313,23.272727272727273,19.0,17.304525288376222
700051,2025,West Bengal,North 24 Parganas,43,26,12,81,71,2103,2174,26.839506172839506,25.962962962962962,19.0,17.304525288376222
700053,2025,West Bengal,Kolkata,50,44,4,98,73,1828,1901,19.397959183673468,18.653061224489797,19.0,17.304525288376222
700054,2025,West Bengal,Kolkata,106,56,5,167,76,3127,3203,19.179640718562876,18.724550898203592,19.0,17.304525288376222
700063,2025,West Bengal,South 24 Parganas,77,44,1,122,71,2373,2444,20.0327868852459,19.450819672131146,19.0,17.304525288376222
700067,2025,West Bengal,Kolkata,64,41,2,107,71,2062,2133,19.934579439252335,19.27102803738318,19.0,17.304525288376222
700070,2025,West Bengal,South 24 Parganas,24,44,3,71,78,1737,1815,25.56338028169014,24.464788732394368,19.0,17.304525288376222
700078,2025,West Bengal,Kolkata,40,50,7,97,57,1802,1859,19.164948453608247,18.577319587628867,19.0,17.304525288376222
700094,2025,West Bengal,Kolkata,46,42,0,88,63,1655,1718,19.522727272727273,18.806818181818183,19.0,17.304525288376222
700108,2025,West Bengal,North 24 Parganas,21,19,1,41,35,1023,1058,25.804878048780488,24.951219512195124,19.0,17.304525288376222
700109,2025,West Bengal,North 24 Parganas,26,16,2,44,27,889,916,20.818181818181817,20.204545454545453,19.0,17.304525288376222
700111,2025,West Bengal,North 24 Parganas,27,16,2,45,64,1327,1391,30.91111111111111,29.488888888888887,19.0,17.304525288376222
700113,2025,West Bengal,North 24 Parganas,43,23,4,70,40,1299,1339,19.12857142857143,18.557142857142857,19.0,17.304525288376222
700114,2025,West Bengal,North 24 Parganas,31,14,8,53,27,1057,1084,20.452830188679247,19.943396226415093,19.0,17.304525288376222
700122,2025,West Bengal,North 24 Parganas,69,20,4,93,95,2868,2963,31.86021505376344,30.838709677419356,19.0,17.304525288376222
700123,2025,West Bengal,North 24 Parganas,32,29,6,67,72,1511,1583,23.62686567164179,22.55223880597015,19.0,17.304525288376222
700149,2025,West Bengal,South 24 Parganas,42,35,3,80,71,1630,1701,21.2625,20.375,19.0,17.304525288376222
700156,2025,West Bengal,North 24 Parganas,62,19,4,85,112,1638,1750,20.58823529411765,19.270588235294117,19.0,17.304525288376222
700157,2025,West Bengal,North 24 Parganas,108,49,6,163,137,3428,3565,21.87116564417178,21.030674846625768,19.0,17.304525288376222
711201,2025,West Bengal,Haora,15,17,8,40,35,913,948,23.7,22.825,19.0,17.304525288376222
711205,2025,West Bengal,Howrah,21,15,2,38,46,862,908,23.894736842105264,22.68421052631579,19.0,17.304525288376222
712103,2025,West Bengal,Hugli,70,33,10,113,134,3085,3219,28.486725663716815,27.300884955752213,19.0,17.304525288376222
712124,2025,West Bengal,Hooghly,79,36,4,119,107,2703,2810,23.613445378151262,22.714285714285715,19.0,17.304525288376222
712137,2025,West Bengal,Hooghly,13,16,1,30,37,662,699,23.3,22.066666666666666,19.0,17.304525288376222
712232,2025,West Bengal,Hooghly,32,19,0,51,45,1016,1061,20.80392156862745,19.92156862745098,19.0,17.304525288376222
712233,2025,West Bengal,Hooghly,21,17,5,43,34,1138,1172,27.25581395348837,26.46511627906977,19.0,17.304525288376222
712235,2025,West Bengal,Hooghly,49,25,2,76,62,2107,2169,28.539473684210527,27.723684210526315,19.0,17.304525288376222
712404,2025,West Bengal,Hooghly,252,85,3,340,439,6254,6693,19.685294117647057,18.394117647058824,19.0,17.304525288376222
712405,2025,West Bengal,Hooghly,148,77,4,229,239,4377,4616,20.157205240174672,19.11353711790393,19.0,17.304525288376222
712503,2025,West Bengal,Hooghly,56,26,1,83,80,1752,1832,22.072289156626507,21.10843373493976,19.0,17.304525288376222
713204,2025,West Bengal,Barddhaman,38,16,2,56,70,1102,1172,20.928571428571427,19.678571428571427,19.0,17.304525288376222
713212,2025,West Bengal,Paschim Bardhaman,150,53,3,206,219,3947,4166,20.223300970873787,19.160194174757283,19.0,17.304525288376222
721129,2025,West Bengal,Jhargram,118,38,3,159,148,3034,3182,20.0125786163522,19.08176100628931,19.0,17.304525288376222
721306,2025,West Bengal,Paschim Medinipur,40,15,3,58,70,1052,1122,19.344827586206897,18.137931034482758,19.0,17.304525288376222
722206,2025,West Bengal,Bankura,330,72,1,403,445,7216,7661,19.009925558312656,17.905707196029777,19.0,17.304525288376222
723212,2025,West Bengal,Puruliya,369,52,2,423,821,7661,8482,20.052009456264777,18.11111111111111,19.0,17.304525288376222
731130,2025,West Bengal,Birbhum,71,14,0,85,108,1565,1673,19.68235294117647,18.41176470588235,19.0,17.304525288376222
732102,2025,West Bengal,Maldah,709,129,1,839,1430,14746,16176,19.28009535160906,17.575685339690107,19.0,17.304525288376222
732122,2025,West Bengal,Malda,175,123,4,302,354,5990,6344,21.00662251655629,19.834437086092716,19.0,17.304525288376222
732123,2025,West Bengal,Malda,649,248,4,901,1411,15969,17380,19.289678135405104,17.72364039955605,19.0,17.304525288376222
732125,2025,West Bengal,Malda,1578,369,2,1949,4049,35559,39608,20.322216521292972,18.24474089276552,19.0,17.304525288376222
732147,2025,West Bengal,Malda,18,13,0,31,62,583,645,20.806451612903224,18.806451612903224,19.0,17.304525288376222
732211,2025,West Bengal,Malda,36,9,0,45,70,905,975,21.666666666666668,20.11111111111111,19.0,17.304525288376222
733102,2025,West Bengal,Dakshin Dinajpur,103,18,6,127,128,2982,3110,24.488188976377952,23.480314960629922,19.0,17.304525288376222
733103,2025,West Bengal,Dakshin Dinajpur,218,36,3,257,266,5358,5624,21.883268482490273,20.848249027237355,19.0,17.304525288376222
733130,2025,West Bengal,Uttar Dinajpur,120,37,3,160,210,3482,3692,23.075,21.7625,19.0,17.304525288376222
733133,2025,West Bengal,Dakshin Dinajpur,153,41,6,200,166,3646,3812,19.06,18.23,19.0,17.304525288376222
733143,2025,West Bengal,Uttar Dinajpur,249,49,0,298,454,5581,6035,20.251677852348994,18.72818791946309,19.0,17.304525288376222
